"rid", "binaryID"
618,111010111011111111011001110110101111011111001110111110011101001010111100
647,111010111011111111011001110110101111011111001110111110011101001010111101
232,1110101110111111110110011101101011110111110011010100000000101110011100110
235,1110101110111111110110011101101011110111110011010100000000101110011100111
315,1110101110111111110110011101101011110111110011010100000000101110011111100
325,1110101110111111110110011101101011110111110011010100000000101110011111101
334,1110101110111111110110011101101011110111110011010100000000101110011111110
340,1110101110111111110110011101101011110111110011010100000000101110011111111
779,1110101110111111110110011101101011110111110011100110111100001110110100000
780,1110101110111111110110011101101011110111110011100110111100001110110100001
480,1110101110111111110110011101101011110111110011101111100111010010101101110
506,1110101110111111110110011101101011110111110011101111100111010010101101111
619,1110101110111111110110011101101011110111110011101111100111010010101111000
651,1110101110111111110110011101101011110111110011101111100111010010101111001
326,11101011101111111101100111011010111101111100110101000000001011100111111010
327,11101011101111111101100111011010111101111100110101000000001011100111111011
781,11101011101111111101100111011010111101111100111001101111000011101101000010
790,11101011101111111101100111011010111101111100111001101111000011101101000011
481,11101011101111111101100111011010111101111100111011111001110100101011011100
482,11101011101111111101100111011010111101111100111011111001110100101011011101
655,11101011101111111101100111011010111101111100111011111001110100101011110010
664,11101011101111111101100111011010111101111100111011111001110100101011110011
774,111010111011111111011001110110101111011111001110011011110000111011010000100
783,111010111011111111011001110110101111011111001110011011110000111011010000101
792,111010111011111111011001110110101111011111001110011011110000111011010000110
793,111010111011111111011001110110101111011111001110011011110000111011010000111
475,111010111011111111011001110110101111011111001110111110011101001010110111010
553,111010111011111111011001110110101111011111001110111110011101001010110111011
687,111010111011111111011001110110101111011111001110111110011101001010111100110
691,111010111011111111011001110110101111011111001110111110011101001010111100111
775,1110101110111111110110011101101011110111110011100110111100001110110100001000
776,1110101110111111110110011101101011110111110011100110111100001110110100001001
794,1110101110111111110110011101101011110111110011100110111100001110110100001110
796,1110101110111111110110011101101011110111110011100110111100001110110100001111
469,1110101110111111110110011101101011110111110011101111100111010010101101110100
470,1110101110111111110110011101101011110111110011101111100111010010101101110101
688,1110101110111111110110011101101011110111110011101111100111010010101111001100
701,1110101110111111110110011101101011110111110011101111100111010010101111001101
690,1110101110111111110110011101101011110111110011101111100111010010101111001110
706,1110101110111111110110011101101011110111110011101111100111010010101111001111
759,11101011101111111101100111011010111101111100111001101111000011101101000010000
760,11101011101111111101100111011010111101111100111001101111000011101101000010001
770,11101011101111111101100111011010111101111100111001101111000011101101000010010
777,11101011101111111101100111011010111101111100111001101111000011101101000010011
462,11101011101111111101100111011010111101111100111011111001110100101011011101010
496,11101011101111111101100111011010111101111100111011111001110100101011011101011
674,11101011101111111101100111011010111101111100111011111001110100101011110011000
676,11101011101111111101100111011010111101111100111011111001110100101011110011001
710,11101011101111111101100111011010111101111100111011111001110100101011110011010
735,11101011101111111101100111011010111101111100111011111001110100101011110011011
708,11101011101111111101100111011010111101111100111011111001110100101011110011110
712,11101011101111111101100111011010111101111100111011111001110100101011110011111
778,111010111011111111011001110110101111011111001110011011110000111011010000100110
795,111010111011111111011001110110101111011111001110011011110000111011010000100111
439,111010111011111111011001110110101111011111001110111110011101001010110111010100
440,111010111011111111011001110110101111011111001110111110011101001010110111010101
497,111010111011111111011001110110101111011111001110111110011101001010110111010110
503,111010111011111111011001110110101111011111001110111110011101001010110111010111
713,111010111011111111011001110110101111011111001110111110011101001010111100110100
714,111010111011111111011001110110101111011111001110111110011101001010111100110101
771,1110101110111111110110011101101011110111110011100110111100001110110100001001100
785,1110101110111111110110011101101011110111110011100110111100001110110100001001101
411,1110101110111111110110011101101011110111110011101111100111010010101101110101000
412,1110101110111111110110011101101011110111110011101111100111010010101101110101001
424,1110101110111111110110011101101011110111110011101111100111010010101101110101010
425,1110101110111111110110011101101011110111110011101111100111010010101101110101011
508,1110101110111111110110011101101011110111110011101111100111010010101101110101110
536,1110101110111111110110011101101011110111110011101111100111010010101101110101111
731,1110101110111111110110011101101011110111110011101111100111010010101111001101000
732,1110101110111111110110011101101011110111110011101111100111010010101111001101001
767,11101011101111111101100111011010111101111100111001101111000011101101000010011000
772,11101011101111111101100111011010111101111100111001101111000011101101000010011001
397,11101011101111111101100111011010111101111100111011111001110100101011011101010000
410,11101011101111111101100111011010111101111100111011111001110100101011011101010001
420,11101011101111111101100111011010111101111100111011111001110100101011011101010110
433,11101011101111111101100111011010111101111100111011111001110100101011011101010111
