"rid", "binaryID"
509,11101011101111111101100111011010111101111100111011111001110100101011011101011100
532,11101011101111111101100111011010111101111100111011111001110100101011011101011101
755,111010111011111111011001110110101111011111001110011011110000111011010000100110000
756,111010111011111111011001110110101111011111001110011011110000111011010000100110001
403,111010111011111111011001110110101111011111001110111110011101001010110111010101100
404,111010111011111111011001110110101111011111001110111110011101001010110111010101101
533,111010111011111111011001110110101111011111001110111110011101001010110111010111010
798,111010111011111111011001110110101111011111001110111110011101001010110111010111011
746,1110101110111111110110011101101011110111110011100110111100001110110100001001100000
747,1110101110111111110110011101101011110111110011100110111100001110110100001001100001
736,1110101110111111110110011101101011110111110011100110111100001110110100001001100010
737,1110101110111111110110011101101011110111110011100110111100001110110100001001100011
388,1110101110111111110110011101101011110111110011101111100111010010101101110101011010
445,1110101110111111110110011101101011110111110011101111100111010010101101110101011011
554,1110101110111111110110011101101011110111110011101111100111010010101101110101110110
572,1110101110111111110110011101101011110111110011101111100111010010101101110101110111
378,11101011101111111101100111011010111101111100111011111001110100101011011101010110100
379,11101011101111111101100111011010111101111100111011111001110100101011011101010110101
555,11101011101111111101100111011010111101111100111011111001110100101011011101011101100
586,11101011101111111101100111011010111101111100111011111001110100101011011101011101101
582,11101011101111111101100111011010111101111100111011111001110100101011011101011101110
599,11101011101111111101100111011010111101111100111011111001110100101011011101011101111
375,111010111011111111011001110110101111011111001110111110011101001010110111010101101010
380,111010111011111111011001110110101111011111001110111110011101001010110111010101101011
523,111010111011111111011001110110101111011111001110111110011101001010110111010111011000
544,111010111011111111011001110110101111011111001110111110011101001010110111010111011001
607,111010111011111111011001110110101111011111001110111110011101001010110111010111011010
626,111010111011111111011001110110101111011111001110111110011101001010110111010111011011
376,1110101110111111110110011101101011110111110011101111100111010010101101110101011010100
398,1110101110111111110110011101101011110111110011101111100111010010101101110101011010101
524,1110101110111111110110011101101011110111110011101111100111010010101101110101110110000
810,1110101110111111110110011101101011110111110011101111100111010010101101110101110110001
610,1110101110111111110110011101101011110111110011101111100111010010101101110101110110100
673,1110101110111111110110011101101011110111110011101111100111010010101101110101110110101
625,1110101110111111110110011101101011110111110011101111100111010010101101110101110110110
627,1110101110111111110110011101101011110111110011101111100111010010101101110101110110111
361,11101011101111111101100111011010111101111100111011111001110100101011011101010110101000
362,11101011101111111101100111011010111101111100111011111001110100101011011101010110101001
399,11101011101111111101100111011010111101111100111011111001110100101011011101010110101010
436,11101011101111111101100111011010111101111100111011111001110100101011011101010110101011
525,11101011101111111101100111011010111101111100111011111001110100101011011101011101100010
534,11101011101111111101100111011010111101111100111011111001110100101011011101011101100011
615,11101011101111111101100111011010111101111100111011111001110100101011011101011101101000
665,11101011101111111101100111011010111101111100111011111001110100101011011101011101101001
672,11101011101111111101100111011010111101111100111011111001110100101011011101011101101010
677,11101011101111111101100111011010111101111100111011111001110100101011011101011101101011
405,111010111011111111011001110110101111011111001110111110011101001010110111010101101010100
413,111010111011111111011001110110101111011111001110111110011101001010110111010101101010101
446,111010111011111111011001110110101111011111001110111110011101001010110111010101101010110
447,111010111011111111011001110110101111011111001110111110011101001010110111010101101010111
510,111010111011111111011001110110101111011111001110111110011101001010110111010111011000100
545,111010111011111111011001110110101111011111001110111110011101001010110111010111011000101
620,111010111011111111011001110110101111011111001110111110011101001010110111010111011010000
652,111010111011111111011001110110101111011111001110111110011101001010110111010111011010001
455,1110101110111111110110011101101011110111110011101111100111010010101101110101011010101010
797,1110101110111111110110011101101011110111110011101111100111010010101101110101011010101011
486,1110101110111111110110011101101011110111110011101111100111010010101101110101110110001000
487,1110101110111111110110011101101011110111110011101111100111010010101101110101110110001001
546,1110101110111111110110011101101011110111110011101111100111010010101101110101110110001010
573,1110101110111111110110011101101011110111110011101111100111010010101101110101110110001011
616,1110101110111111110110011101101011110111110011101111100111010010101101110101110110100000
630,1110101110111111110110011101101011110111110011101111100111010010101101110101110110100001
414,11101011101111111101100111011010111101111100111011111001110100101011011101010110101010110
437,11101011101111111101100111011010111101111100111011111001110100101011011101010110101010111
465,11101011101111111101100111011010111101111100111011111001110100101011011101011101100010010
466,11101011101111111101100111011010111101111100111011111001110100101011011101011101100010011
567,11101011101111111101100111011010111101111100111011111001110100101011011101011101101000000
568,11101011101111111101100111011010111101111100111011111001110100101011011101011101101000001
631,11101011101111111101100111011010111101111100111011111001110100101011011101011101101000010
679,11101011101111111101100111011010111101111100111011111001110100101011011101011101101000011
537,111010111011111111011001110110101111011111001110111110011101001010110111010111011010000010
541,111010111011111111011001110110101111011111001110111110011101001010110111010111011010000011
621,111010111011111111011001110110101111011111001110111110011101001010110111010111011010000100
659,111010111011111111011001110110101111011111001110111110011101001010110111010111011010000101
498,1110101110111111110110011101101011110111110011101111100111010010101101110101110110100000100
499,1110101110111111110110011101101011110111110011101111100111010010101101110101110110100000101
483,11101011101111111101100111011010111101111100111011111001110100101011011101011101101000001010
500,11101011101111111101100111011010111101111100111011111001110100101011011101011101101000001011
471,111010111011111111011001110110101111011111001110111110011101001010110111010111011010000010100
472,111010111011111111011001110110101111011111001110111110011101001010110111010111011010000010101
456,1110101110111111110110011101101011110111110011101111100111010010101101110101110110100000101010
457,1110101110111111110110011101101011110111110011101111100111010010101101110101110110100000101011
463,11101011101111111101100111011010111101111100111011111001110100101011011101011101101000001010110
493,11101011101111111101100111011010111101111100111011111001110100101011011101011101101000001010111
